		SIKKIM MANIPAL UNIVERSITY 

		GRADE SHEET - MAY/JUNE 2025 EXAMINATIONS.  

Subject Code  : CS203A4			(REF CODE:CSE405)
Subject Title : ALGORITHM LAB 
Subject Credit : 1.0 

REGNO		INT	   UM		TOT	GRADE
202300002	48.60	   26	     75.00	B
202300003	49.30	   22	     72.00	B
202300009	42.40	   39	     82.00	A
202300016	45.33	   10	     56.00	E
202300018	50.15	   37	     88.00	S
202300019	50.15	   39	     90.00	S
202300021	45.45	   22	     68.00	C
202300023	44.90	   15	     60.00	D
202300024	49.55	   19	     69.00	C
202300036	45.70	   15	     61.00	D
202300037	40.20	   33	     74.00	B
202300048	48.50	   16	     65.00	C
202300058	48.65	   14	     63.00	D
202300064	50.18	   24	     75.00	B
202300068	41.15	   24	     66.00	C
202300074	47.78	   19	     67.00	C
202300076	48.40	   15	     64.00	C
202300078	50.00	   22	     72.00	B
202300086	46.00	   39	     85.00	S
202300087	38.30	   16	     55.00	E
202300091	36.80	   18	     55.00	E
202300101	46.23	   27	     74.00	B
202300105	50.00	   21	     71.00	B
202300108	48.60	   16	     65.00	C
202300115	47.00	   37	     84.00	S
202300120	42.25	   38	     81.00	A
202300128	40.05	   17	     58.00	D
202300132	48.10	   26	     75.00	B
202300139	43.28	   24	     68.00	C
202300146	46.13	   39	     86.00	S
202300148	43.83	   16	     60.00	D
202300157	43.93	   25	     69.00	C
202300161	43.70	   20	     64.00	C
202300169	43.38	   22	     66.00	C
202300171	 0.00	   DT	      0.00	DT
202300172	43.63	   24	     68.00	C
202300177	44.38	   25	     70.00	B
202300182	49.75	   39	     89.00	S
202300184	43.00	   32	     75.00	B
202300186	50.05	   20	     71.00	B
202300191	44.95	   22	     67.00	C
202300193	47.00	   32	     79.00	A
202300195	43.20	   27	     71.00	B
202300196	46.40	   40	     87.00	S
202300197	43.60	   22	     66.00	C
202300204	48.53	   39	     88.00	S
202300216	44.25	   24	     69.00	C
202300219	44.08	   27	     72.00	B
202300220	47.88	   34	     82.00	A
202300224	47.60	   24	     72.00	B
202300227	44.78	   10	     55.00	E
202300236	46.80	   40	     87.00	S
202300239	47.30	   40	     88.00	S
202300240	48.43	   15	     64.00	C
202300244	50.00	   25	     75.00	B
202300246	46.80	   25	     72.00	B
202300247	50.00	   21	     71.00	B
202300254	41.65	   22	     64.00	C
202300255	47.00	   21	     68.00	C
202300256	47.85	   22	     70.00	B
202300257	46.30	   24	     71.00	B
202300260	50.00	   25	     75.00	B
202300263	43.75	   21	     65.00	C
202300264	50.00	   23	     73.00	B
202300268	52.00	   39	     91.00	S
202300273	44.40	   26	     71.00	B
202300274	43.40	   20	     64.00	C
202300275	52.00	   36	     88.00	S
202300277	53.20	   26	     80.00	A
202300279	50.00	   36	     86.00	S
202300283	50.80	   28	     79.00	A
202300285	40.00	   22	     62.00	D
202300290	45.35	   30	     76.00	B
202300291	47.95	   21	     69.00	C
202300294	40.85	   21	     62.00	D
202300296	48.48	   10	     59.00	D
202300297	43.50	   20	     64.00	C
202300298	48.45	   21	     70.00	B
202300299	46.55	   20	     67.00	C
202300300	32.25	   20	     53.00	E
202300308	41.60	   15	     57.00	D
202300312	45.80	   20	     66.00	C
202300318	46.50	   20	     67.00	C
202300320	48.55	   25	     74.00	B
202300328	46.80	   20	     67.00	C
202300334	38.15	   23	     62.00	D
202300338	38.45	   20	     59.00	D
202300342	48.05	   36	     85.00	S
202300347	40.10	   20	     61.00	D
202300348	51.65	   38	     90.00	S
202300350	44.25	   21	     66.00	C
202300358	44.40	   28	     73.00	B
202300361	43.55	   20	     64.00	C
202300367	47.80	   28	     76.00	B
202300381	47.90	   28	     76.00	B
202300395	44.85	   16	     61.00	D
202300398	52.35	   34	     87.00	S
202300408	34.80	   20	     55.00	E
202300410	51.20	   34	     86.00	S
202300411	44.25	   16	     61.00	D
202300412	38.00	   23	     61.00	D
202300414	51.00	   28	     79.00	A
202300419	45.25	   24	     70.00	B
202300423	46.70	   18	     65.00	C
202300426	50.90	   25	     76.00	B
202300432	41.35	   19	     61.00	D
202300434	45.35	   20	     66.00	C
202300441	 0.00	   DT	      0.00	DT
202300444	50.00	   22	     72.00	B
202300449	44.20	   15	     60.00	D
202300455	50.00	   38	     88.00	S
202300472	43.85	   29	     73.00	B
202300473	51.25	   26	     78.00	A
202300474	45.30	   24	     70.00	B
202300476	49.00	   33	     82.00	A
202300481	46.15	   24	     71.00	B
202300484	37.60	   15	     53.00	E
202300485	46.40	   19	     66.00	C
202300490	39.05	   31	     71.00	B
202300495	50.65	   25	     76.00	B
202300496	42.50	   15	     58.00	D
202300499	37.25	   16	     54.00	E
202300501	44.50	   27	     72.00	B
202300502	41.20	   11	     53.00	E
202300503	40.90	   13	     54.00	E
202300505	42.70	   20	     63.00	D
202300508	37.00	   18	     55.00	E
202300510	43.50	   25	     69.00	C
202300511	48.20	   24	     73.00	B
202300513	46.40	   28	     75.00	B
202300517	44.75	   22	     67.00	C
202300518	40.10	   22	     63.00	D
202300521	43.65	   29	     73.00	B
202300523	45.90	   23	     69.00	C
202300527	49.00	   35	     84.00	S
202300528	45.50	   18	     64.00	C
202300530	48.60	   36	     85.00	S
202300531	47.00	   21	     68.00	C
202300533	40.50	   22	     63.00	D
202300535	48.40	   22	     71.00	B
202300542	44.00	   21	     65.00	C
202300543	40.00	   15	     55.00	E
202300544	44.95	   33	     78.00	A
202300548	44.00	   31	     75.00	B
202300549	43.13	   30	     74.00	B
202300551	51.00	   33	     84.00	S
202300554	52.00	   27	     79.00	A
202300557	42.90	   18	     61.00	D
202300560	45.20	   26	     72.00	B
202300564	47.55	   20	     68.00	C
202300565	 0.00	   DT	      0.00	DT
202300567	47.00	   27	     74.00	B
202300569	50.80	   33	     84.00	S
202300578	38.90	   26	     65.00	C
202300579	38.10	   21	     60.00	D
202300583	44.40	   25	     70.00	B
202300601	48.80	   38	     87.00	S
202300607	44.90	   28	     73.00	B
202300608	47.50	   27	     75.00	B
202300609	39.70	   22	     62.00	D
202300616	45.50	   25	     71.00	B
202300620	37.90	   26	     64.00	C
202300623	39.60	   24	     64.00	C
202300624	40.90	   33	     74.00	B
202300630	42.35	   24	     67.00	C
202300635	42.98	   10	     53.00	E
202300644	39.40	   19	     59.00	D
202300665	33.25	   23	     57.00	D
202300666	42.10	   26	     69.00	C
202300667	42.40	   28	     71.00	B
202300670	34.20	   25	     60.00	D
202411527	33.00	   17	     50.00	E
202411528	44.00	   15	     59.00	D
202411529	49.68	   40	     90.00	S
202411530	44.40	   24	     69.00	C
202411531	40.00	   15	     55.00	E
202411532	34.05	   16	     51.00	E
202411533	36.73	   15	     52.00	E
202411534	46.05	   15	     62.00	D
202411535	33.75	   26	     60.00	D
202411536	37.40	   21	     59.00	D
202411538	39.75	   20	     60.00	D
202411539	45.90	   15	     61.00	D
202411540	47.73	   10	     58.00	D

Mean = 69.425415		SD = 9.778732
Lower cut off for E = 50.000000
Lower cut off for S = 84.000000
Step size = 6.800000
Lower cut off for D = 57.000000
Lower cut off for C = 64.000000
Lower cut off for B = 70.000000
Lower cut off for A = 77.000000
No. of Absentees = 0
No. of Malpractices = 0
No. of Detentions = 3
No. of NA = 0
No. of students appeared = 181

Abbreviations : INT = IN SEM marks, UM : END SEM marks.

